Date,Price,Share,Fund Flow,Bench,Return,asset,withdraw
2008-06-26,106.6519,565.993,-1290.664180812215,0.02599230399230394,0.9350762688501781,19350.76268850178,-0.21039329121714678
2008-06-25,109.6294,562.193,2505.5902602059286,0.05463588263588264,0.8839098697174305,18839.098697174304,-0.2066444149093587
2008-06-24,109.1138,541.693,561.6966935107121,0.04967580567580562,0.892854253038943,18928.54253038943,-0.20821017873773973
2008-06-23,109.33,535.293,1147.3573530773865,0.05175565175565171,0.8891185224567136,18891.185224567136,-0.2074272968235491
2008-06-20,109.4381,524.093,-11171.753399419584,0.05279557479557482,0.8909863877478285,18909.863877478285,-0.22008542515526586
2008-06-19,111.2436,615.793,-5667.192327969533,0.07016450216450214,0.8607855641846273,18607.855641846272,-0.2190964939635569
2008-06-18,111.1029,667.343,136.5254291382298,0.06881096681096684,0.8631450391128528,18631.45039112853,-0.226626516993367
2008-06-17,112.1953,659.393,4451.626912843029,0.07931986531986532,0.8451792790106804,18451.792790106803,-0.23035522360863248
2008-06-16,112.7415,616.493,4902.222141790044,0.08457431457431457,0.8362830182321879,18362.83018232188,-0.22990276919600416
2008-06-13,112.6753,573.143,2508.8550708495604,0.08393746993746984,0.837362521894032,18373.62521894032,-0.22004080850897423
2008-06-12,111.2684,557.643,2458.690631915997,0.07040307840307837,0.8608920143190644,18608.920143190644,-0.21706010153832989
2008-06-11,110.8464,537.393,2875.9963767305308,0.06634343434343434,0.8680036348489714,18680.036348489713,-0.2284115593247733
2008-06-10,112.5015,503.743,962.9246604875298,0.08226551226551217,0.8409203753962676,18409.203753962676,-0.23223327064550592
2008-06-09,113.0643,492.543,-82.78249977915402,0.08767965367965368,0.831802216195927,18318.02216195927,-0.23408776489158278
2008-06-06,112.7912,494.293,-4263.990073721783,0.08505242905242906,0.8273776083821158,18273.776083821158,-0.2577602852722082
2008-06-05,116.507,514.943,795.2441409679595,0.12079846079846082,0.770897725055274,17708.97725055274,-0.27231176915223043
2008-06-04,114.2229,518.093,-1583.0529637122963,0.09882539682539675,0.7361795751260958,17361.795751260957,-0.27194290136331867
2008-06-03,114.2808,531.493,-1194.5778242219967,0.09938239538239535,0.7370596508149447,17370.596508149447,-0.27616433990876366
2008-06-02,114.9512,538.593,-2248.8743055648665,0.1058316498316498,0.7269877888972205,17269.877888972205,-0.2835660775314679
2008-05-30,116.1512,552.193,484.8296961108863,0.11737566137566137,0.7093281028720528,17093.28102872053,-0.2817702163669006
2008-05-29,115.8615,549.193,2457.8492420376424,0.11458874458874461,0.7136128189654428,17136.128189654428,-0.28536131879228477
2008-05-28,115.2822,530.443,12.377225838645245,0.10901587301587301,0.7050448657969901,17050.4486579699,-0.2820478648857371
2008-05-27,114.7526,532.593,1909.2863508567098,0.1039211159211159,0.7129503818570312,17129.503818570312,-0.2873296205275566
2008-05-23,113.9084,519.593,-346.2336507314394,0.09579990379990377,0.700348726536248,17003.48726536248,-0.27764702750306014
2008-05-22,115.456,515.443,-520.8612819280388,0.11068783068783068,0.7234502685576223,17234.502685576223,-0.27775026011155346
2008-05-21,115.4395,519.843,-1588.7909641357692,0.11052910052910045,0.7232039675474432,17232.039675474432,-0.26532355665765384
2008-05-20,117.4257,524.393,-2047.3884852232513,0.12963636363636366,0.7528526382393881,17528.52638239388,-0.2593172957998633
2008-05-19,118.3857,537.243,56.284964362603205,0.13887157287157284,0.7671828788316077,17671.828788316077,-0.26133690101329543
2008-05-16,118.0629,538.043,-896.9523254671076,0.13576623376623373,0.7623643354324736,17623.643354324737,-0.2606624699514166
2008-05-15,117.9553,545.943,516.0621903112697,0.13473112073112065,0.7639734495899208,17639.734495899207,-0.26979173427879943
2008-05-14,116.4988,548.143,1818.4095931970005,0.12071957671957671,0.742192085553479,17421.92085553479,-0.2712960414800162
2008-05-13,116.2588,533.443,597.1987336769234,0.11841077441077431,0.7386029833435604,17386.029833435605,-0.2714000893947669
2008-05-12,116.2422,528.193,1258.1724483779835,0.11825108225108219,0.7383547371073746,17383.547371073746,-0.27949200854797773
2008-05-09,114.9512,522.993,-917.4704537982834,0.1058316498316498,0.7190483581365221,17190.48358136522,-0.2781431464242201
2008-05-08,115.1664,529.793,478.7090212357507,0.10790187590187583,0.7222665864514158,17222.665864514158,-0.2762759251107101
2008-05-07,115.4643,524.093,-2542.3110156547555,0.11076767676767668,0.7267215595694768,17267.215595694768,-0.2631520983694299
2008-05-06,117.5581,536.193,-367.0088407861549,0.13091005291005284,0.7580334854325061,17580.33485432506,-0.2694808441238814
2008-05-05,116.5484,543.793,-1213.296417664853,0.12119672919672918,0.7429338333435288,17429.338333435287,-0.26595324373702856
2008-05-02,117.1112,551.343,-341.55104300043604,0.12661087061087054,0.7513502780257874,17513.502780257873,-0.2679765369226649
2008-05-01,116.7884,555.593,2007.7186431019582,0.12350553150553144,0.746522935553447,17465.22935553447,-0.2828121398999961
2008-04-30,114.4215,549.343,470.7260597992354,0.10073593073593065,0.7111269104673814,17111.269104673815,-0.27855871128855625
